invoice_id,customer_id,service_id,billing_period_start,billing_period_end,pricing_tier,currency,subtotal_amount,discount_amount,tax_amount,total_amount,payment_method
INV00000458,CUST00514,SRV000716,2022-11-23,2022-12-22,Standard,MYR,206.87,10.12,11.8,208.55,Credit Card
INV00000459,CUST00730,SRV001452,2023-06-06,2023-07-05,Premium,MYR,225.59,39.5,11.17,197.26,FPX
INV00000460,CUST00700,SRV000184,2020-02-11,2020-03-11,Premium,MYR,887.7,17.07,52.24,922.87,FPX
INV00000461,CUST00477,SRV000214,2025-09-16,2025-10-15,Basic,MYR,160.58,42.13,7.11,125.56,Direct Debit
INV00000462,CUST00202,SRV000715,2023-10-24,2023-11-22,Premium,MYR,316.65,40.08,16.59,293.16,FPX
INV00000463,CUST00944,SRV000359,2024-01-29,2024-02-27,Premium,MYR,595.35,43.28,33.12,585.19,E Wallet
INV00000464,CUST00099,SRV001115,2023-01-30,2023-02-28,Premium,MYR,658.8,37.43,37.28,658.65,E Wallet
INV00000465,CUST00820,SRV000529,2020-05-17,2020-06-15,Standard,MYR,314.11,34.57,16.77,296.31,FPX
INV00000466,CUST00719,SRV001462,2025-11-01,2025-11-30,Premium,MYR,768.29,38.59,43.78,773.48,Direct Debit
INV00000467,CUST00663,SRV001029,2024-06-24,2024-07-23,Premium,MYR,165.55,43.99,7.29,128.85,E Wallet
INV00000468,CUST00764,SRV000124,2022-09-24,2022-10-23,Enterprise,MYR,2203.55,38.94,129.88,2294.49,FPX
INV00000469,CUST00703,SRV000991,2021-11-17,2021-12-16,Premium,MYR,329.9,22.26,18.46,326.1,E Wallet
INV00000470,CUST00366,SRV001439,2020-03-13,2020-04-11,Standard,MYR,100.32,26.54,4.43,78.21,Credit Card
INV00000471,CUST00742,SRV000195,2025-01-19,2025-02-17,Enterprise,MYR,799.51,45.02,45.27,799.76,Direct Debit
INV00000472,CUST01073,SRV000478,2019-04-15,2019-05-14,Premium,MYR,205.41,7.61,11.87,209.67,Direct Debit
INV00000473,CUST00308,SRV000857,2025-08-16,2025-09-14,Basic,MYR,55.56,22.58,1.98,34.96,Direct Debit
INV00000474,CUST00232,SRV000149,2018-04-22,2018-05-21,Enterprise,MYR,2412.07,46.8,141.92,2507.19,Bank Transfer
INV00000475,CUST00432,SRV001094,2024-09-03,2024-10-02,Standard,MYR,199.96,49.6,9.02,159.38,Credit Card
INV00000476,CUST00498,SRV000630,2019-01-01,2019-01-30,Enterprise,MYR,1681.65,11.76,100.19,1770.08,FPX
INV00000477,CUST00504,SRV001243,2025-05-24,2025-06-22,Enterprise,MYR,914.03,16.78,53.84,951.09,Credit Card
INV00000478,CUST00213,SRV001303,2025-10-08,2025-11-06,Basic,MYR,44.84,9.29,2.13,37.68,Bank Transfer
INV00000479,CUST00081,SRV000354,2022-07-19,2022-08-17,Enterprise,MYR,438.77,18.99,25.19,444.97,FPX
INV00000480,CUST00871,SRV001194,2024-07-09,2024-08-07,Basic,MYR,51.8,24.57,1.63,28.86,Bank Transfer
INV00000481,CUST00869,SRV000988,2025-08-06,2025-09-04,Enterprise,MYR,207.48,31.32,10.57,186.73,FPX
INV00000482,CUST00790,SRV000791,2020-02-17,2020-03-17,Premium,MYR,621.34,48.71,34.36,606.99,Direct Debit
INV00000483,CUST00859,SRV001333,2023-02-24,2023-03-25,Enterprise,MYR,1161.48,1.51,69.6,1229.57,E Wallet
INV00000484,CUST01080,SRV000543,2022-07-30,2022-08-28,Basic,MYR,53.49,44.09,0.56,9.96,FPX
INV00000485,CUST01130,SRV000723,2020-02-02,2020-03-02,Premium,MYR,1082.55,39.8,62.56,1105.31,E Wallet
INV00000486,CUST00478,SRV000158,2024-02-25,2024-03-25,Basic,MYR,177.63,47.3,7.82,138.15,Direct Debit
INV00000487,CUST01181,SRV001492,2020-06-08,2020-07-07,Basic,MYR,194.63,2.9,11.5,203.23,E Wallet
INV00000488,CUST00757,SRV000629,2021-01-22,2021-02-20,Basic,MYR,57.22,7.55,2.98,52.65,Direct Debit
INV00000489,CUST00223,SRV001470,2024-03-13,2024-04-11,Premium,MYR,130.12,4.57,7.53,133.08,Credit Card
INV00000490,CUST00897,SRV001308,2023-02-10,2023-03-11,Basic,MYR,51.17,35.26,0.95,16.86,Bank Transfer
INV00000491,CUST01046,SRV001407,2025-01-09,2025-02-07,Basic,MYR,56.17,11.51,2.68,47.34,E Wallet
INV00000492,CUST01172,SRV001035,2021-07-04,2021-08-02,Enterprise,MYR,209.56,6.29,12.2,215.47,Bank Transfer
INV00000493,CUST01098,SRV001400,2022-03-02,2022-03-31,Basic,MYR,52.67,45.43,0.43,7.67,Bank Transfer
INV00000494,CUST01181,SRV000036,2019-09-15,2019-10-14,Basic,MYR,42.7,36.76,0.36,6.3,E Wallet
INV00000495,CUST00323,SRV001043,2023-02-15,2023-03-16,Enterprise,MYR,617.77,36.46,34.88,616.19,Credit Card
INV00000496,CUST00547,SRV000815,2021-10-19,2021-11-17,Premium,MYR,167.36,46.51,7.25,128.1,Credit Card
INV00000497,CUST00688,SRV001096,2022-08-16,2022-09-14,Enterprise,MYR,762.07,31.95,43.81,773.93,E Wallet
INV00000498,CUST00452,SRV000442,2019-09-29,2019-10-28,Premium,MYR,328.17,28.37,17.99,317.79,E Wallet
INV00000499,CUST00814,SRV000835,2025-07-17,2025-08-15,Enterprise,MYR,1587.8,3.06,95.08,1679.82,Direct Debit
INV00000500,CUST00143,SRV001070,2023-11-05,2023-12-04,Enterprise,MYR,550.1,45.96,30.25,534.39,Credit Card
INV00000501,CUST00456,SRV000510,2020-04-03,2020-05-02,Enterprise,MYR,244.23,45.11,11.95,211.07,FPX
INV00000502,CUST00471,SRV000534,2018-07-27,2018-08-25,Enterprise,MYR,451.45,7.21,26.65,470.89,FPX
INV00000503,CUST00234,SRV001100,2020-10-23,2020-11-21,Enterprise,MYR,1103.53,30.86,64.36,1137.03,Bank Transfer
INV00000504,CUST01092,SRV000586,2023-04-02,2023-05-01,Enterprise,MYR,234.81,32.01,12.17,214.97,Direct Debit
INV00000505,CUST01170,SRV000287,2024-10-09,2024-11-07,Basic,MYR,49.57,36.47,0.79,13.89,Direct Debit
INV00000506,CUST01056,SRV001071,2025-02-17,2025-03-18,Premium,MYR,985.25,47.49,56.27,994.03,FPX
INV00000507,CUST00902,SRV000353,2022-07-06,2022-08-04,Premium,MYR,141.51,33.6,6.47,114.38,Credit Card
INV00000508,CUST00221,SRV001148,2020-01-07,2020-02-05,Premium,MYR,923.43,17.42,54.36,960.37,Direct Debit
INV00000509,CUST00935,SRV001078,2024-10-19,2024-11-17,Enterprise,MYR,240.91,23.84,13.02,230.09,Bank Transfer
INV00000510,CUST00540,SRV000422,2024-07-05,2024-08-03,Premium,MYR,1320.02,9.36,78.64,1389.3,E Wallet
INV00000511,CUST00506,SRV001068,2019-09-06,2019-10-05,Premium,MYR,585.76,47.55,32.29,570.5,E Wallet
INV00000512,CUST00221,SRV001148,2019-05-12,2019-06-10,Enterprise,MYR,1477.64,11.15,87.99,1554.48,Direct Debit
INV00000513,CUST00471,SRV000015,2019-01-18,2019-02-16,Standard,MYR,203.75,48.74,9.3,164.31,FPX
INV00000514,CUST00472,SRV000517,2023-09-22,2023-10-21,Premium,MYR,270.13,35.75,14.06,248.44,Bank Transfer
INV00000515,CUST00982,SRV000265,2020-10-15,2020-11-13,Enterprise,MYR,699.12,20.06,40.74,719.8,Bank Transfer
INV00000516,CUST00076,SRV000679,2021-04-09,2021-05-08,Premium,MYR,735.89,8.9,43.62,770.61,Bank Transfer
INV00000517,CUST00167,SRV000977,2021-12-18,2022-01-16,Basic,MYR,40.44,5.22,2.11,37.33,Direct Debit
INV00000518,CUST00951,SRV000761,2020-02-04,2020-03-04,Premium,MYR,558.84,14.85,32.64,576.63,E Wallet
INV00000519,CUST00471,SRV000534,2019-12-19,2020-01-17,Enterprise,MYR,168.96,31.31,8.26,145.91,FPX
INV00000520,CUST00388,SRV000670,2024-02-08,2024-03-08,Basic,MYR,51.51,17.72,2.03,35.82,Credit Card
INV00000521,CUST00907,SRV000901,2024-12-12,2025-01-10,Enterprise,MYR,1121.99,47.75,64.45,1138.69,Bank Transfer
INV00000522,CUST00599,SRV000993,2025-06-14,2025-07-13,Standard,MYR,138.37,22.98,6.92,122.31,Bank Transfer
INV00000523,CUST00957,SRV000611,2023-08-31,2023-09-29,Premium,MYR,1864.06,12.49,111.09,1962.66,Credit Card
INV00000524,CUST00117,SRV000367,2023-06-15,2023-07-14,Enterprise,MYR,260.4,26.79,14.02,247.63,FPX
INV00000525,CUST00453,SRV000482,2018-10-14,2018-11-12,Premium,MYR,342.66,27.03,18.94,334.57,E Wallet
INV00000526,CUST00901,SRV001305,2020-05-04,2020-06-02,Basic,MYR,57.4,18.12,2.36,41.64,Credit Card
INV00000527,CUST00301,SRV000588,2025-02-04,2025-03-05,Standard,MYR,148.35,0.77,8.85,156.43,Bank Transfer
INV00000528,CUST00327,SRV000388,2024-05-23,2024-06-21,Standard,MYR,200.65,24.36,10.58,186.87,FPX
INV00000529,CUST00901,SRV001434,2021-02-09,2021-03-10,Basic,MYR,45.23,5.33,2.39,42.29,Credit Card
INV00000530,CUST00623,SRV000537,2019-07-14,2019-08-12,Basic,MYR,148.34,28.94,7.16,126.56,Credit Card
INV00000531,CUST01000,SRV000224,2022-08-09,2022-09-07,Basic,MYR,52.08,14.65,2.25,39.68,Direct Debit
INV00000532,CUST00294,SRV000948,2020-03-30,2020-04-28,Premium,MYR,2073.39,41.42,121.92,2153.89,FPX
INV00000533,CUST00883,SRV001038,2023-10-02,2023-10-31,Premium,MYR,2851.64,15.67,170.16,3006.13,E Wallet
INV00000534,CUST00544,SRV000513,2023-12-13,2024-01-11,Basic,MYR,215.97,6.73,12.55,221.79,E Wallet
INV00000535,CUST00867,SRV000973,2023-12-10,2024-01-08,Premium,MYR,726.32,48.98,40.64,717.98,E Wallet
INV00000536,CUST00709,SRV001429,2020-04-04,2020-05-03,Enterprise,MYR,700.73,25.1,40.54,716.17,Credit Card
INV00000537,CUST00386,SRV000693,2019-03-04,2019-04-02,Premium,MYR,691.49,4.81,41.2,727.88,E Wallet
INV00000538,CUST00452,SRV000924,2019-10-23,2019-11-21,Enterprise,MYR,833.69,45.5,47.29,835.48,E Wallet
INV00000539,CUST00472,SRV000517,2023-01-25,2023-02-23,Standard,MYR,362.81,1.44,21.68,383.05,Bank Transfer
INV00000540,CUST00775,SRV001102,2025-03-30,2025-04-28,Premium,MYR,916.44,31.76,53.08,937.76,Direct Debit
INV00000541,CUST00922,SRV000825,2019-01-14,2019-02-12,Premium,MYR,2012.55,38.19,118.46,2092.82,Bank Transfer
INV00000542,CUST01105,SRV000668,2020-01-30,2020-02-28,Enterprise,MYR,171.41,34.73,8.2,144.88,Credit Card
INV00000543,CUST00860,SRV000502,2025-08-29,2025-09-27,Enterprise,MYR,527.38,6.34,31.26,552.3,Bank Transfer
INV00000544,CUST00387,SRV000852,2023-08-09,2023-09-07,Basic,MYR,45.38,22.63,1.37,24.12,FPX
INV00000545,CUST00987,SRV000266,2024-05-12,2024-06-10,Premium,MYR,753.72,11.9,44.51,786.33,FPX
INV00000546,CUST00936,SRV000789,2024-09-27,2024-10-26,Basic,MYR,47.4,49.53,-0.13,-2.26,Bank Transfer
INV00000547,CUST00263,SRV000090,2019-10-31,2019-11-29,Basic,MYR,50.09,18.25,1.91,33.75,FPX
INV00000548,CUST01041,SRV001114,2023-01-08,2023-02-06,Basic,MYR,184.89,38.42,8.79,155.26,Direct Debit
INV00000549,CUST00090,SRV001048,2024-02-13,2024-03-13,Basic,MYR,119.97,0.0,7.2,127.17,Bank Transfer
INV00000550,CUST01109,SRV000681,2020-02-07,2020-03-07,Premium,MYR,193.57,27.31,9.98,176.24,Direct Debit
INV00000551,CUST00150,SRV000814,2020-03-05,2020-04-03,Basic,MYR,53.72,31.48,1.33,23.57,Bank Transfer
INV00000552,CUST00728,SRV001484,2020-11-25,2020-12-24,Standard,MYR,120.45,37.79,4.96,87.62,E Wallet
INV00000553,CUST00833,SRV000391,2021-01-03,2021-02-01,Enterprise,MYR,291.68,49.25,14.55,256.98,FPX
INV00000554,CUST00344,SRV001111,2024-07-14,2024-08-12,Enterprise,MYR,521.22,8.5,30.76,543.48,Bank Transfer
INV00000555,CUST00355,SRV000341,2024-01-26,2024-02-24,Enterprise,MYR,1446.15,32.38,84.83,1498.6,Bank Transfer
INV00000556,CUST00298,SRV000343,2025-03-23,2025-04-21,Standard,MYR,107.07,17.42,5.38,95.03,E Wallet
INV00000557,CUST00935,SRV001428,2024-07-29,2024-08-27,Premium,MYR,439.47,41.92,23.85,421.4,Bank Transfer
INV00000558,CUST00531,SRV001391,2021-09-16,2021-10-15,Basic,MYR,48.09,6.7,2.48,43.87,Credit Card
INV00000559,CUST00520,SRV001359,2022-01-28,2022-02-26,Basic,MYR,55.64,34.73,1.25,22.16,Bank Transfer
INV00000560,CUST00828,SRV000632,2021-08-03,2021-09-01,Basic,MYR,52.24,20.44,1.91,33.71,Direct Debit
INV00000561,CUST01109,SRV000681,2021-01-02,2021-01-31,Standard,MYR,165.76,8.37,9.44,166.83,Direct Debit
INV00000562,CUST00867,SRV000800,2024-04-18,2024-05-17,Enterprise,MYR,569.16,13.47,33.34,589.03,E Wallet
INV00000563,CUST00802,SRV000664,2023-01-09,2023-02-07,Premium,MYR,268.92,7.04,15.71,277.59,Direct Debit
INV00000564,CUST00981,SRV000471,2020-02-24,2020-03-24,Enterprise,MYR,672.22,26.22,38.76,684.76,Credit Card
INV00000565,CUST00640,SRV000714,2022-10-06,2022-11-04,Premium,MYR,1359.9,32.47,79.65,1407.08,Credit Card
INV00000566,CUST01159,SRV000538,2023-08-15,2023-09-13,Standard,MYR,359.06,40.8,19.1,337.36,Credit Card
INV00000567,CUST00233,SRV000200,2021-03-19,2021-04-17,Premium,MYR,2156.53,1.34,129.31,2284.5,Bank Transfer
INV00000568,CUST00895,SRV000658,2020-04-08,2020-05-07,Enterprise,MYR,387.69,0.93,23.21,409.97,Credit Card
INV00000569,CUST00972,SRV001304,2024-12-26,2025-01-24,Standard,MYR,192.45,35.98,9.39,165.86,FPX
INV00000570,CUST01179,SRV001232,2020-03-24,2020-04-22,Premium,MYR,787.46,43.76,44.62,788.32,E Wallet
INV00000571,CUST00336,SRV001249,2025-06-23,2025-07-22,Basic,MYR,214.72,28.32,11.18,197.58,Direct Debit
INV00000572,CUST00661,SRV001285,2025-09-08,2025-10-07,Premium,MYR,271.62,29.79,14.51,256.34,E Wallet
INV00000573,CUST01073,SRV001041,2019-12-07,2020-01-05,Standard,MYR,209.94,42.54,10.04,177.44,Direct Debit
INV00000574,CUST00813,SRV001109,2024-06-04,2024-07-03,Premium,MYR,931.15,30.8,54.02,954.37,Credit Card
INV00000575,CUST00475,SRV000248,2021-07-16,2021-08-14,Premium,MYR,867.32,16.86,51.03,901.49,FPX
INV00000576,CUST00671,SRV001057,2024-08-23,2024-09-21,Premium,MYR,142.52,12.87,7.78,137.43,Bank Transfer
INV00000577,CUST00807,SRV000091,2020-08-26,2020-09-24,Premium,MYR,1552.22,27.63,91.48,1616.07,Credit Card
INV00000578,CUST00577,SRV001059,2025-04-20,2025-05-19,Enterprise,MYR,1155.52,42.01,66.81,1180.32,Credit Card
INV00000579,CUST00432,SRV001011,2025-06-16,2025-07-15,Basic,MYR,158.62,41.41,7.03,124.24,Credit Card
INV00000580,CUST00927,SRV001142,2025-11-16,2025-12-15,Premium,MYR,282.73,1.03,16.9,298.6,E Wallet
INV00000581,CUST01117,SRV001168,2020-11-28,2020-12-27,Enterprise,MYR,1323.28,48.22,76.5,1351.56,FPX
INV00000582,CUST00055,SRV001347,2023-03-19,2023-04-17,Enterprise,MYR,780.27,34.28,44.76,790.75,E Wallet
INV00000583,CUST00055,SRV001347,2023-01-18,2023-02-16,Premium,MYR,629.23,49.72,34.77,614.28,E Wallet
INV00000584,CUST00709,SRV001429,2021-12-25,2022-01-23,Enterprise,MYR,1335.22,21.08,78.85,1392.99,Credit Card
INV00000585,CUST00764,SRV000051,2023-07-05,2023-08-03,Enterprise,MYR,1560.87,29.99,91.85,1622.73,FPX
INV00000586,CUST00765,SRV000028,2021-05-19,2021-06-17,Premium,MYR,641.3,32.67,36.52,645.15,Credit Card
INV00000587,CUST00692,SRV000228,2020-05-15,2020-06-13,Premium,MYR,397.12,7.62,23.37,412.87,Direct Debit
INV00000588,CUST00518,SRV001442,2023-03-10,2023-04-08,Enterprise,MYR,553.44,49.06,30.26,534.64,Credit Card
INV00000589,CUST00003,SRV000585,2024-12-06,2025-01-04,Premium,MYR,153.03,48.65,6.26,110.64,Direct Debit
INV00000590,CUST00674,SRV000707,2018-07-23,2018-08-21,Premium,MYR,405.55,32.54,22.38,395.39,FPX
INV00000591,CUST00345,SRV000285,2021-03-05,2021-04-03,Standard,MYR,152.43,2.53,8.99,158.89,Bank Transfer
INV00000592,CUST00532,SRV000737,2022-02-21,2022-03-22,Standard,MYR,155.93,41.88,6.84,120.89,FPX
INV00000593,CUST00527,SRV001091,2022-11-14,2022-12-13,Standard,MYR,107.67,19.32,5.3,93.65,E Wallet
INV00000594,CUST00880,SRV000112,2021-03-01,2021-03-30,Premium,MYR,366.65,6.6,21.6,381.65,Credit Card
INV00000595,CUST00885,SRV001099,2020-10-06,2020-11-04,Premium,MYR,764.07,4.72,45.56,804.91,Direct Debit
INV00000596,CUST00594,SRV001382,2018-05-03,2018-06-01,Standard,MYR,229.13,41.48,11.26,198.91,E Wallet
INV00000597,CUST00172,SRV000512,2024-07-22,2024-08-20,Basic,MYR,51.82,15.37,2.19,38.64,Bank Transfer
INV00000598,CUST00039,SRV001383,2020-12-07,2021-01-05,Basic,MYR,221.8,44.47,10.64,187.97,FPX
INV00000599,CUST00168,SRV000276,2018-07-16,2018-08-14,Premium,MYR,251.98,0.77,15.07,266.28,FPX
INV00000600,CUST00986,SRV001155,2024-06-26,2024-07-25,Enterprise,MYR,793.69,10.74,46.98,829.93,E Wallet
INV00000601,CUST00436,SRV000887,2022-09-15,2022-10-14,Basic,MYR,54.49,37.55,1.02,17.96,E Wallet
INV00000602,CUST00476,SRV001027,2021-12-28,2022-01-26,Premium,MYR,237.69,22.47,12.91,228.13,Bank Transfer
INV00000603,CUST00981,SRV001491,2020-04-09,2020-05-08,Standard,MYR,194.55,25.45,10.15,179.25,Credit Card
INV00000604,CUST00927,SRV001142,2025-07-17,2025-08-15,Premium,MYR,450.72,18.0,25.96,458.68,E Wallet
INV00000605,CUST00020,SRV001485,2024-06-01,2024-06-30,Standard,MYR,107.02,48.39,3.52,62.15,Direct Debit
INV00000606,CUST00167,SRV000977,2022-05-17,2022-06-15,Basic,MYR,42.36,20.04,1.34,23.66,Direct Debit
INV00000607,CUST00071,SRV001045,2024-08-05,2024-09-03,Basic,MYR,41.23,2.25,2.34,41.32,Bank Transfer
INV00000608,CUST00141,SRV000111,2020-11-20,2020-12-19,Enterprise,MYR,658.06,20.26,38.27,676.07,E Wallet
INV00000609,CUST01080,SRV000543,2021-09-03,2021-10-02,Basic,MYR,55.97,11.93,2.64,46.68,FPX
INV00000610,CUST01029,SRV000911,2022-11-22,2022-12-21,Enterprise,MYR,238.55,13.28,13.52,238.79,Credit Card
INV00000611,CUST01181,SRV001284,2020-01-17,2020-02-15,Enterprise,MYR,574.18,0.3,34.43,608.31,E Wallet
INV00000612,CUST01138,SRV000243,2022-07-10,2022-08-08,Basic,MYR,52.98,18.59,2.06,36.45,Direct Debit
INV00000613,CUST01050,SRV000674,2020-09-26,2020-10-25,Premium,MYR,154.44,9.79,8.68,153.33,Credit Card
INV00000614,CUST00735,SRV000083,2023-01-28,2023-02-26,Enterprise,MYR,571.69,42.64,31.74,560.79,Direct Debit
INV00000615,CUST01056,SRV001071,2024-02-23,2024-03-23,Enterprise,MYR,1042.83,9.89,61.98,1094.92,FPX
INV00000616,CUST00669,SRV001321,2023-10-14,2023-11-12,Enterprise,MYR,575.72,17.41,33.5,591.81,E Wallet
INV00000617,CUST00986,SRV001155,2023-11-29,2023-12-28,Premium,MYR,431.61,26.22,24.32,429.71,E Wallet
INV00000618,CUST00999,SRV000212,2025-08-22,2025-09-20,Basic,MYR,185.54,32.38,9.19,162.35,Direct Debit
INV00000619,CUST00840,SRV000592,2022-10-30,2022-11-28,Premium,MYR,230.66,44.52,11.17,197.31,FPX
INV00000620,CUST00459,SRV001473,2023-01-31,2023-03-01,Basic,MYR,40.62,0.29,2.42,42.75,Bank Transfer
INV00000621,CUST00969,SRV000222,2020-02-28,2020-03-28,Enterprise,MYR,773.93,39.19,44.08,778.82,Direct Debit
INV00000622,CUST00504,SRV000604,2025-02-06,2025-03-07,Enterprise,MYR,267.08,13.2,15.23,269.11,Credit Card
INV00000623,CUST00520,SRV001278,2021-09-06,2021-10-05,Enterprise,MYR,542.35,21.92,31.23,551.66,Bank Transfer
INV00000624,CUST00820,SRV000529,2019-07-22,2019-08-20,Premium,MYR,329.38,13.57,18.95,334.76,FPX
INV00000625,CUST00309,SRV000518,2025-03-01,2025-03-30,Premium,MYR,1460.07,15.29,86.69,1531.47,E Wallet
INV00000626,CUST00593,SRV000983,2020-09-14,2020-10-13,Basic,MYR,52.94,25.84,1.63,28.73,E Wallet
INV00000627,CUST01076,SRV001193,2020-12-09,2021-01-07,Enterprise,MYR,202.97,31.59,10.28,181.66,Bank Transfer
INV00000628,CUST00470,SRV000186,2022-07-05,2022-08-03,Enterprise,MYR,1246.73,19.15,73.65,1301.23,FPX
INV00000629,CUST00001,SRV001490,2024-11-27,2024-12-26,Premium,MYR,500.78,9.45,29.48,520.81,FPX
INV00000630,CUST00913,SRV001267,2022-03-17,2022-04-15,Enterprise,MYR,906.41,3.37,54.18,957.22,FPX
INV00000631,CUST00060,SRV001422,2025-02-12,2025-03-13,Premium,MYR,1032.25,1.38,61.85,1092.72,Bank Transfer
INV00000632,CUST00895,SRV000658,2019-05-14,2019-06-12,Premium,MYR,237.21,21.0,12.97,229.18,Credit Card
INV00000633,CUST00322,SRV000759,2020-07-15,2020-08-13,Enterprise,MYR,344.47,7.0,20.25,357.72,Credit Card
INV00000634,CUST00495,SRV001287,2021-07-02,2021-07-31,Premium,MYR,240.17,31.06,12.55,221.66,FPX
INV00000635,CUST00775,SRV001102,2025-08-27,2025-09-25,Enterprise,MYR,1558.65,16.05,92.56,1635.16,Direct Debit
INV00000636,CUST00022,SRV001158,2025-04-14,2025-05-13,Premium,MYR,420.24,4.52,24.94,440.66,Bank Transfer
INV00000637,CUST00904,SRV000072,2025-03-07,2025-04-05,Basic,MYR,172.53,10.49,9.72,171.76,Bank Transfer
INV00000638,CUST00277,SRV001066,2020-07-15,2020-08-13,Basic,MYR,52.8,17.43,2.12,37.49,Direct Debit
INV00000639,CUST00757,SRV000629,2020-01-28,2020-02-26,Basic,MYR,42.42,11.8,1.84,32.46,Direct Debit
INV00000640,CUST01103,SRV000536,2025-04-13,2025-05-12,Premium,MYR,1004.55,40.55,57.84,1021.84,Bank Transfer
INV00000641,CUST00050,SRV001420,2021-03-08,2021-04-06,Premium,MYR,1454.01,9.06,86.7,1531.65,FPX
INV00000642,CUST00630,SRV000712,2025-10-31,2025-11-29,Enterprise,MYR,693.9,5.08,41.33,730.15,Credit Card
INV00000643,CUST00837,SRV000785,2018-09-19,2018-10-18,Enterprise,MYR,325.49,10.38,18.91,334.02,Bank Transfer
INV00000644,CUST00496,SRV000211,2024-07-04,2024-08-02,Basic,MYR,50.94,25.72,1.51,26.73,E Wallet
INV00000645,CUST00561,SRV000844,2023-06-18,2023-07-17,Basic,MYR,41.68,35.04,0.4,7.04,E Wallet
INV00000646,CUST01064,SRV000316,2023-11-05,2023-12-04,Premium,MYR,804.07,31.7,46.34,818.71,E Wallet
INV00000647,CUST00355,SRV000069,2023-10-23,2023-11-21,Premium,MYR,178.91,19.02,9.59,169.48,Bank Transfer
INV00000648,CUST00943,SRV001293,2022-03-25,2022-04-23,Enterprise,MYR,502.14,14.84,29.24,516.54,FPX
INV00000649,CUST00708,SRV000426,2023-08-26,2023-09-24,Enterprise,MYR,1083.64,0.1,65.01,1148.55,Credit Card
INV00000650,CUST00992,SRV001331,2025-10-30,2025-11-28,Enterprise,MYR,2926.24,10.4,174.95,3090.79,Direct Debit
INV00000651,CUST00728,SRV001484,2020-02-29,2020-03-29,Premium,MYR,211.09,35.52,10.53,186.1,E Wallet
INV00000652,CUST00897,SRV001308,2021-11-17,2021-12-16,Basic,MYR,50.85,27.36,1.41,24.9,Bank Transfer
INV00000653,CUST00917,SRV001015,2018-05-07,2018-06-05,Premium,MYR,365.0,4.73,21.62,381.89,Direct Debit
INV00000654,CUST00442,SRV001477,2023-03-11,2023-04-09,Premium,MYR,324.84,31.99,17.57,310.42,Bank Transfer
INV00000655,CUST00001,SRV001490,2024-08-29,2024-09-27,Enterprise,MYR,705.4,4.77,42.04,742.67,FPX
INV00000656,CUST00821,SRV000268,2024-11-17,2024-12-16,Basic,MYR,42.96,19.07,1.43,25.32,Credit Card
INV00000657,CUST01106,SRV001040,2025-01-28,2025-02-26,Premium,MYR,1158.1,37.22,67.25,1188.13,FPX
INV00000658,CUST00585,SRV001350,2023-04-30,2023-05-29,Enterprise,MYR,420.31,2.56,25.06,442.81,FPX
INV00000659,CUST01145,SRV000291,2025-07-25,2025-08-23,Enterprise,MYR,573.5,23.53,33.0,582.97,Direct Debit
INV00000660,CUST00446,SRV000346,2022-04-08,2022-05-07,Premium,MYR,2728.96,46.38,160.95,2843.53,Bank Transfer
INV00000661,CUST00763,SRV000738,2022-08-06,2022-09-04,Standard,MYR,167.19,44.74,7.35,129.8,Credit Card
INV00000662,CUST00340,SRV000238,2023-07-06,2023-08-04,Premium,MYR,205.55,18.28,11.24,198.51,FPX
INV00000663,CUST00659,SRV001088,2025-02-12,2025-03-13,Premium,MYR,457.63,42.28,24.92,440.27,Credit Card
INV00000664,CUST00068,SRV000339,2025-06-28,2025-07-27,Enterprise,MYR,628.76,24.59,36.25,640.42,Credit Card
INV00000665,CUST00824,SRV000767,2020-07-21,2020-08-19,Basic,MYR,50.25,45.13,0.31,5.43,Direct Debit
INV00000666,CUST00722,SRV001362,2019-08-23,2019-09-21,Premium,MYR,634.81,47.5,35.24,622.55,FPX
INV00000667,CUST00146,SRV000823,2020-11-30,2020-12-29,Enterprise,MYR,533.54,3.17,31.82,562.19,E Wallet
INV00000668,CUST01064,SRV000316,2024-09-30,2024-10-29,Enterprise,MYR,1347.85,30.63,79.03,1396.25,E Wallet
INV00000669,CUST01033,SRV000899,2024-04-16,2024-05-15,Enterprise,MYR,526.9,2.12,31.49,556.27,E Wallet
INV00000670,CUST01124,SRV000708,2022-05-15,2022-06-13,Basic,MYR,46.19,35.57,0.64,11.26,Bank Transfer
INV00000671,CUST00100,SRV000428,2025-04-25,2025-05-24,Premium,MYR,449.55,48.68,24.05,424.92,Credit Card
INV00000672,CUST00455,SRV000258,2023-01-16,2023-02-14,Enterprise,MYR,150.63,33.69,7.02,123.96,Credit Card
INV00000673,CUST00655,SRV000021,2022-01-03,2022-02-01,Premium,MYR,282.38,45.45,14.22,251.15,E Wallet
INV00000674,CUST00864,SRV000054,2022-10-24,2022-11-22,Standard,MYR,183.22,0.78,10.95,193.39,Direct Debit
INV00000675,CUST00435,SRV000845,2020-10-04,2020-11-02,Basic,MYR,55.78,17.35,2.31,40.74,Credit Card
INV00000676,CUST00543,SRV000662,2021-09-15,2021-10-14,Premium,MYR,2113.81,16.15,125.86,2223.52,Credit Card
INV00000677,CUST00002,SRV000813,2019-07-21,2019-08-19,Enterprise,MYR,1324.95,37.44,77.25,1364.76,FPX
