service_id,customer_id,service_category,service_status,region,access_technology,router_model,device_os,sla_tier,service_start_date,service_end_date,bandwidth_mbps,monthly_usage_gb,avg_latency_ms,jitter_ms,monthly_outages
SRV000195,CUST00742,Cloud Storage,Active,Sarawak,5G,TP Link Archer A6,iOS,Gold,2023-04-30,,100,420,29,30,4
SRV000196,CUST00097,Cloud Compute,Active,Southern,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2021-05-25,,1000,1290,75,14,0
SRV000197,CUST00063,Unifi Home,Active,Sarawak,Fibre,ZTE ZXHN F670L,Linux,Silver,2023-01-13,,300,1178,18,5,1
SRV000198,CUST00344,Cloud Storage,Active,Sarawak,4G/LTE,Huawei HG8145V5,iOS,Bronze,2024-05-20,,300,167,34,14,6
SRV000199,CUST00473,Unifi Business,Active,Central,Fibre,TP Link Archer A6,Embedded,Platinum,2024-05-13,,500,503,19,8,0
SRV000200,CUST00233,Managed Security,Active,East Coast,Fibre,D Link DIR 842,Windows,Platinum,2020-02-23,,1000,772,18,19,0
SRV000201,CUST00024,Unifi Home,Active,Northern,Fibre,Nokia G 2425G A,iOS,Bronze,2023-09-04,,1000,1280,13,15,1
SRV000202,CUST00336,Mobile Postpaid,Active,Northern,5G,TP Link Archer A6,macOS,Bronze,2024-11-12,,100,142,12,12,1
SRV000203,CUST00041,Cloud Compute,Active,Sabah,Fibre,TP Link Archer A6,Linux,Gold,2019-03-18,,1000,764,5,2,2
SRV000204,CUST00416,Mobile Postpaid,Active,Northern,5G,Nokia G 2425G A,Android,Silver,2023-03-15,,30,130,19,27,3
SRV000205,CUST00833,Unifi Business,Suspended,Central,Fibre,TP Link Archer A6,iOS,Silver,2021-01-21,2022-01-01,500,851,13,22,0
SRV000206,CUST00582,Mobile Postpaid,Active,East Coast,5G,D Link DIR 842,macOS,Bronze,2021-04-08,,30,130,24,12,6
SRV000207,CUST00549,Mobile Postpaid,Active,Southern,4G/LTE,Huawei HG8145V5,Embedded,Silver,2019-03-05,,30,90,40,28,1
SRV000208,CUST00376,Cloud Compute,Active,East Coast,5G,Nokia G 2425G A,Embedded,Bronze,2020-02-15,,300,608,26,4,1
SRV000209,CUST00505,Unifi Home,Terminated,Northern,Fibre,TP Link Archer A6,iOS,Silver,2022-10-04,2023-03-08,100,570,12,14,1
SRV000210,CUST00208,Cloud Compute,Active,Northern,5G,TP Link Archer A6,Android,Gold,2025-01-11,,500,490,24,6,0
SRV000211,CUST00496,Mobile Postpaid,Active,Sabah,4G/LTE,ZTE ZXHN F670L,Linux,Bronze,2023-10-08,,30,103,26,27,0
SRV000212,CUST00999,Unifi Home,Active,Northern,Fibre,Nokia G 2425G A,Linux,Bronze,2024-07-10,,500,1498,6,9,0
SRV000213,CUST00312,Cloud Compute,Terminated,Central,5G,TP Link Archer A6,Android,Bronze,2023-11-24,,500,862,12,5,2
SRV000214,CUST00477,Unifi Home,Terminated,Sabah,DSL,ZTE ZXHN F670L,macOS,Bronze,2024-10-16,2027-06-05,500,243,124,23,5
SRV000215,CUST00458,Cloud Storage,Active,Sabah,5G,ZTE ZXHN F670L,macOS,Gold,2019-04-08,,100,782,25,28,6
SRV000216,CUST00644,Cloud Compute,Active,Sarawak,Fibre,D Link DIR 842,Linux,Silver,2020-07-25,,300,668,18,8,0
SRV000217,CUST00882,Unifi Business,Provisioning,Northern,Fibre,ZTE ZXHN F670L,Embedded,Gold,2019-03-16,,500,1666,18,8,1
SRV000218,CUST00270,Unifi Home,Suspended,East Coast,Fibre,D Link DIR 842,Android,Bronze,2023-05-17,,100,843,17,17,1
SRV000219,CUST00861,Cloud Storage,Active,Southern,Fibre,TP Link Archer A6,iOS,Silver,2018-06-09,,1000,149,6,24,2
SRV000220,CUST00078,Unifi Business,Active,Northern,DSL,D Link DIR 842,Embedded,Bronze,2019-06-23,,300,1428,99,16,6
SRV000221,CUST01052,Unifi Home,Active,Northern,Fibre,TP Link Archer A6,Linux,Silver,2018-02-19,,300,1336,8,14,2
SRV000222,CUST00969,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,Linux,Gold,2018-05-09,,500,1385,22,22,4
SRV000223,CUST00782,Cloud Storage,Terminated,Southern,4G/LTE,Nokia G 2425G A,iOS,Silver,2020-08-04,,100,124,50,5,5
SRV000224,CUST01000,Mobile Postpaid,Suspended,Southern,5G,TP Link Archer A6,Linux,Bronze,2022-07-10,,30,110,23,10,0
SRV000225,CUST00955,IoT Connectivity,Active,Central,4G/LTE,ZTE ZXHN F670L,macOS,Silver,2020-05-22,,1000,1165,68,20,4
SRV000226,CUST01167,Cloud Storage,Active,Northern,5G,TP Link Archer A6,Windows,Gold,2023-05-30,,1000,1045,12,9,3
SRV000227,CUST00985,Cloud Storage,Active,East Coast,5G,D Link DIR 842,macOS,Gold,2022-03-13,,1000,863,12,28,4
SRV000228,CUST00692,Cloud Storage,Suspended,East Coast,Fibre,D Link DIR 842,Windows,Bronze,2020-01-16,2021-09-04,500,923,11,10,0
SRV000229,CUST00184,Unifi Home,Terminated,Southern,Fibre,Huawei HG8145V5,macOS,Gold,2018-12-30,2021-05-04,100,475,16,17,1
SRV000230,CUST00878,Cloud Compute,Provisioning,Sabah,Fibre,Huawei HG8145V5,Linux,Silver,2023-10-23,,300,137,11,4,1
SRV000231,CUST01015,Cloud Storage,Active,Sabah,Fibre,D Link DIR 842,Android,Bronze,2024-08-05,,1000,1478,9,1,0
SRV000232,CUST00295,Cloud Compute,Provisioning,East Coast,Fibre,TP Link Archer A6,Windows,Bronze,2018-03-20,,100,800,14,19,0
SRV000233,CUST01039,Unifi Business,Provisioning,East Coast,Fibre,Nokia G 2425G A,iOS,Gold,2019-06-13,,800,1492,19,8,2
SRV000234,CUST01045,Cloud Storage,Active,Sabah,5G,ZTE ZXHN F670L,Linux,Bronze,2023-11-28,,500,609,26,8,6
SRV000235,CUST00122,Unifi Home,Active,East Coast,Fibre,Huawei HG8145V5,Windows,Bronze,2018-07-06,,1000,662,5,16,2
SRV000236,CUST00570,Unifi Home,Active,Northern,Fibre,D Link DIR 842,Windows,Platinum,2024-07-23,,800,512,20,23,0
SRV000237,CUST00736,Unifi Home,Active,Central,DSL,Huawei HG8145V5,iOS,Bronze,2021-01-04,,500,1494,131,2,0
SRV000238,CUST00340,Cloud Compute,Active,Southern,Fibre,Huawei HG8145V5,Windows,Bronze,2022-12-08,,1000,1024,8,6,1
SRV000239,CUST00162,Cloud Compute,Active,Southern,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2022-05-05,,300,1138,76,30,0
SRV000240,CUST00690,Unifi Home,Active,Southern,Fibre,Nokia G 2425G A,Android,Gold,2019-08-03,,1000,460,20,17,2
SRV000241,CUST00602,Cloud Compute,Active,Central,4G/LTE,ZTE ZXHN F670L,macOS,Silver,2018-07-12,,1000,269,40,5,3
SRV000242,CUST00801,IoT Connectivity,Active,Sabah,4G/LTE,TP Link Archer A6,Windows,Silver,2023-05-03,,300,427,71,9,5
SRV000243,CUST01138,Mobile Postpaid,Active,East Coast,4G/LTE,Huawei HG8145V5,Embedded,Bronze,2020-09-18,,30,138,24,10,2
SRV000244,CUST00086,Mobile Postpaid,Terminated,East Coast,5G,Nokia G 2425G A,Android,Silver,2024-02-08,2026-03-04,100,51,18,26,0
SRV000245,CUST00510,IoT Connectivity,Active,Central,5G,ZTE ZXHN F670L,Android,Silver,2022-05-02,,100,308,28,26,6
SRV000246,CUST00257,Cloud Compute,Suspended,Sabah,5G,Nokia G 2425G A,iOS,Gold,2020-11-03,,300,692,12,2,1
SRV000247,CUST00537,Unifi Home,Active,Southern,Fibre,ZTE ZXHN F670L,macOS,Bronze,2023-09-29,,100,839,5,11,0
SRV000248,CUST00475,Cloud Compute,Active,Central,Fibre,D Link DIR 842,macOS,Gold,2020-04-22,,500,1022,6,17,1
SRV000249,CUST00849,Unifi Business,Active,East Coast,Fibre,ZTE ZXHN F670L,Linux,Silver,2022-12-27,,1000,1139,11,3,0
SRV000250,CUST00406,Unifi Business,Active,Northern,DSL,D Link DIR 842,Windows,Silver,2019-11-03,,300,1137,121,22,3
SRV000251,CUST00551,Unifi Business,Active,Central,Fibre,Huawei HG8145V5,iOS,Gold,2022-04-21,,500,728,19,1,2
SRV000252,CUST00471,Cloud Compute,Active,Northern,4G/LTE,Huawei HG8145V5,Linux,Gold,2018-06-30,,500,282,31,27,5
SRV000253,CUST00829,Cloud Compute,Active,Southern,5G,ZTE ZXHN F670L,iOS,Bronze,2023-10-18,,500,578,12,23,5
SRV000254,CUST01140,Unifi Home,Active,Sabah,DSL,D Link DIR 842,iOS,Bronze,2020-03-03,,100,254,148,20,3
SRV000255,CUST00681,Cloud Compute,Active,Central,Fibre,Huawei HG8145V5,Windows,Bronze,2019-05-31,,1000,691,5,2,1
SRV000256,CUST00903,Cloud Storage,Terminated,Central,5G,D Link DIR 842,macOS,Silver,2021-09-28,,500,1141,18,17,0
SRV000257,CUST00958,Unifi Business,Suspended,Central,Fibre,ZTE ZXHN F670L,Android,Platinum,2023-09-20,,800,208,7,15,1
SRV000258,CUST00455,Cloud Storage,Active,Sabah,5G,Nokia G 2425G A,iOS,Gold,2022-01-21,,1000,1180,13,4,0
SRV000259,CUST00906,Unifi Home,Active,Northern,DSL,ZTE ZXHN F670L,Android,Bronze,2024-04-04,,300,390,114,10,2
SRV000260,CUST00177,Cloud Storage,Active,Central,4G/LTE,D Link DIR 842,Linux,Silver,2019-02-20,,300,1463,62,17,2
SRV000261,CUST01157,Managed Security,Terminated,Northern,5G,TP Link Archer A6,iOS,Silver,2021-09-01,2023-05-04,100,532,17,12,1
SRV000262,CUST00003,Unifi Home,Active,East Coast,Fibre,Nokia G 2425G A,macOS,Bronze,2023-11-27,,800,912,11,24,1
SRV000263,CUST00229,Cloud Storage,Active,Northern,5G,Huawei HG8145V5,Android,Platinum,2023-10-30,,500,975,14,9,4
SRV000264,CUST01015,Mobile Postpaid,Terminated,Sabah,5G,Nokia G 2425G A,Windows,Gold,2024-07-14,2027-09-03,100,82,29,5,6
SRV000265,CUST00982,Cloud Storage,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Windows,Silver,2020-01-19,,500,1280,32,26,0
SRV000266,CUST00987,Cloud Storage,Active,Central,Fibre,D Link DIR 842,Android,Bronze,2023-01-18,,100,1078,12,27,1
SRV000267,CUST00948,Mobile Postpaid,Active,Northern,5G,D Link DIR 842,iOS,Bronze,2025-01-30,,30,114,18,13,2
SRV000268,CUST00821,Mobile Postpaid,Suspended,Central,4G/LTE,ZTE ZXHN F670L,Android,Gold,2023-03-28,,100,112,51,1,6
SRV000269,CUST00473,IoT Connectivity,Provisioning,Central,5G,Huawei HG8145V5,Linux,Gold,2024-05-13,,1000,914,28,5,2
SRV000270,CUST00660,Cloud Compute,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Windows,Bronze,2024-06-28,,1000,209,20,2,5
SRV000271,CUST00165,Unifi Home,Provisioning,East Coast,DSL,ZTE ZXHN F670L,Windows,Bronze,2022-04-26,,100,1932,138,7,4
SRV000272,CUST00529,Cloud Storage,Terminated,Sabah,4G/LTE,Nokia G 2425G A,Embedded,Gold,2019-12-26,,300,102,23,22,5
SRV000273,CUST01139,Mobile Postpaid,Provisioning,Sabah,5G,Nokia G 2425G A,Windows,Silver,2021-12-12,,30,123,25,5,1
SRV000274,CUST00447,Unifi Business,Active,Southern,Fibre,Nokia G 2425G A,Android,Silver,2020-06-05,,300,1486,18,28,1
SRV000275,CUST00650,Cloud Storage,Active,East Coast,Fibre,Huawei HG8145V5,Android,Silver,2018-03-30,,300,386,5,14,0
SRV000276,CUST00168,Cloud Storage,Suspended,East Coast,Fibre,D Link DIR 842,Linux,Bronze,2018-06-16,,300,159,9,7,1
SRV000277,CUST00537,Unifi Home,Provisioning,Southern,Fibre,Huawei HG8145V5,Linux,Silver,2023-08-29,,1000,1410,7,14,1
SRV000278,CUST00890,Cloud Compute,Active,Sabah,Fibre,Huawei HG8145V5,iOS,Silver,2019-03-31,,100,1270,12,22,0
SRV000279,CUST00704,Cloud Compute,Provisioning,Central,4G/LTE,Huawei HG8145V5,Embedded,Gold,2020-06-22,,100,458,44,29,4
SRV000280,CUST00493,Cloud Storage,Active,Southern,4G/LTE,Nokia G 2425G A,macOS,Bronze,2018-06-18,,300,741,31,30,4
SRV000281,CUST00849,Cloud Storage,Active,East Coast,4G/LTE,Nokia G 2425G A,Windows,Gold,2022-12-21,,1000,1210,47,17,0
SRV000282,CUST00238,Unifi Home,Active,Northern,DSL,Huawei HG8145V5,Android,Bronze,2023-01-21,,1000,1649,146,1,2
SRV000283,CUST01151,Cloud Storage,Active,Central,5G,TP Link Archer A6,Embedded,Bronze,2021-11-18,,100,1411,22,23,1
SRV000284,CUST00987,Cloud Storage,Terminated,Central,Fibre,Huawei HG8145V5,Windows,Silver,2023-02-04,2023-07-10,100,645,17,8,1
SRV000285,CUST00345,Unifi Home,Active,Central,DSL,D Link DIR 842,Linux,Silver,2020-06-08,,300,589,121,17,2
SRV000286,CUST00149,IoT Connectivity,Provisioning,East Coast,Fibre,Nokia G 2425G A,Windows,Silver,2019-03-24,,1000,1059,12,24,1
SRV000287,CUST01170,Mobile Postpaid,Active,Sabah,4G/LTE,D Link DIR 842,macOS,Bronze,2023-10-15,,30,57,36,24,3
SRV000288,CUST00552,Unifi Business,Active,Northern,Fibre,Huawei HG8145V5,Linux,Platinum,2019-07-22,,100,647,18,5,1
SRV000289,CUST00805,Cloud Storage,Suspended,Southern,Fibre,ZTE ZXHN F670L,iOS,Bronze,2024-07-12,2025-04-08,300,520,11,1,0
SRV000290,CUST01113,Unifi Home,Active,East Coast,DSL,ZTE ZXHN F670L,Embedded,Gold,2020-08-13,,300,1383,101,21,2
SRV000291,CUST01145,Cloud Compute,Active,Northern,Fibre,Huawei HG8145V5,Android,Bronze,2024-08-06,,300,270,10,21,1
SRV000292,CUST00471,Managed Security,Terminated,Northern,5G,Nokia G 2425G A,Windows,Silver,2018-04-13,2019-07-11,300,113,12,20,3
SRV000293,CUST00047,Cloud Compute,Active,Southern,5G,TP Link Archer A6,Embedded,Bronze,2019-02-03,,300,1103,29,23,3
SRV000294,CUST00429,Cloud Storage,Active,Northern,Fibre,Nokia G 2425G A,Embedded,Silver,2022-08-19,,500,287,5,1,1
SRV000295,CUST00166,Unifi Business,Active,Southern,Fibre,Nokia G 2425G A,Windows,Gold,2021-12-21,,800,1996,10,7,2
SRV000296,CUST00098,Unifi Business,Active,East Coast,Fibre,D Link DIR 842,iOS,Silver,2018-10-30,,100,514,12,1,2
SRV000297,CUST00390,Cloud Compute,Provisioning,Central,4G/LTE,TP Link Archer A6,iOS,Platinum,2021-04-17,,300,1276,27,14,6
SRV000298,CUST01174,Mobile Postpaid,Suspended,Central,5G,Nokia G 2425G A,Android,Gold,2022-01-16,,30,51,23,27,6
SRV000299,CUST00874,Cloud Storage,Suspended,Northern,5G,TP Link Archer A6,Android,Bronze,2023-04-19,2024-03-04,500,670,18,3,0
SRV000300,CUST00798,Unifi Business,Active,Sarawak,Fibre,D Link DIR 842,Android,Bronze,2018-07-05,,500,794,15,18,0
SRV000301,CUST00205,Cloud Compute,Provisioning,East Coast,Fibre,D Link DIR 842,Linux,Bronze,2019-04-01,,1000,448,5,19,0
SRV000302,CUST00606,Unifi Home,Active,Southern,Fibre,ZTE ZXHN F670L,Embedded,Silver,2018-05-17,,1000,1373,18,4,2
SRV000303,CUST00400,Unifi Business,Active,East Coast,Fibre,TP Link Archer A6,Windows,Silver,2021-03-20,,300,472,6,11,2
SRV000304,CUST01123,Cloud Compute,Terminated,Northern,4G/LTE,D Link DIR 842,Embedded,Silver,2020-09-15,,100,726,51,13,1
SRV000305,CUST00697,Cloud Compute,Active,Central,Fibre,ZTE ZXHN F670L,Android,Silver,2018-03-30,,300,764,15,17,2
SRV000306,CUST00892,Mobile Postpaid,Active,East Coast,5G,D Link DIR 842,Android,Bronze,2021-11-11,,100,24,17,1,2
SRV000307,CUST00735,IoT Connectivity,Suspended,Southern,4G/LTE,ZTE ZXHN F670L,Embedded,Gold,2021-12-17,,1000,238,71,29,6
SRV000308,CUST00634,Cloud Compute,Active,Sarawak,Fibre,TP Link Archer A6,Embedded,Silver,2024-04-18,,500,1453,16,20,0
SRV000309,CUST00093,Cloud Storage,Provisioning,East Coast,5G,Nokia G 2425G A,Linux,Silver,2022-06-14,,1000,1327,29,28,0
SRV000310,CUST00220,Mobile Postpaid,Provisioning,Central,5G,ZTE ZXHN F670L,Embedded,Bronze,2022-09-04,,100,125,14,15,6
SRV000311,CUST00513,Cloud Storage,Provisioning,Northern,4G/LTE,ZTE ZXHN F670L,Android,Platinum,2019-10-06,,500,1186,56,15,0
SRV000312,CUST00224,Cloud Compute,Provisioning,Sarawak,Fibre,Huawei HG8145V5,Android,Silver,2022-07-23,,1000,1168,17,2,0
SRV000313,CUST01053,Mobile Postpaid,Active,Central,4G/LTE,ZTE ZXHN F670L,iOS,Silver,2024-10-21,,30,21,63,30,3
SRV000314,CUST00576,Cloud Storage,Terminated,Central,4G/LTE,ZTE ZXHN F670L,Embedded,Bronze,2024-12-19,,1000,1282,76,28,6
SRV000315,CUST00260,Cloud Storage,Active,Central,5G,D Link DIR 842,Android,Gold,2022-03-08,,300,1166,25,24,4
SRV000316,CUST01064,Cloud Compute,Suspended,Northern,Fibre,Nokia G 2425G A,Windows,Silver,2023-05-09,2026-04-01,1000,1149,8,18,1
SRV000317,CUST00481,IoT Connectivity,Active,Southern,4G/LTE,Huawei HG8145V5,Android,Gold,2022-10-13,,100,1421,20,16,1
SRV000318,CUST01017,Cloud Compute,Active,Northern,4G/LTE,TP Link Archer A6,Windows,Bronze,2024-10-27,,500,734,37,4,6
SRV000319,CUST00089,Managed Security,Active,Central,Fibre,D Link DIR 842,iOS,Silver,2024-02-18,,500,1439,12,10,1
SRV000320,CUST00727,IoT Connectivity,Active,Southern,5G,ZTE ZXHN F670L,Embedded,Silver,2024-07-18,,300,1351,26,11,5
SRV000321,CUST01163,Unifi Business,Active,Northern,Fibre,Nokia G 2425G A,Linux,Silver,2021-11-26,,800,1239,12,30,2
SRV000322,CUST01018,Cloud Storage,Active,Sabah,4G/LTE,ZTE ZXHN F670L,Linux,Silver,2019-09-20,,300,727,63,2,3
SRV000323,CUST00432,Unifi Home,Terminated,East Coast,Fibre,ZTE ZXHN F670L,Embedded,Gold,2023-09-17,,100,1605,11,11,2
SRV000324,CUST00053,Unifi Home,Active,Sarawak,Fibre,D Link DIR 842,macOS,Bronze,2018-12-15,,300,1665,15,10,0
SRV000325,CUST00484,Cloud Compute,Active,Northern,4G/LTE,Nokia G 2425G A,Windows,Silver,2018-04-08,,500,1496,69,2,5
SRV000326,CUST00384,Mobile Postpaid,Active,Central,5G,D Link DIR 842,Windows,Bronze,2023-06-23,,30,100,20,26,0
SRV000327,CUST00584,Cloud Storage,Active,East Coast,4G/LTE,ZTE ZXHN F670L,iOS,Bronze,2021-10-22,,300,648,50,16,0
SRV000328,CUST00599,Cloud Storage,Provisioning,Sabah,5G,ZTE ZXHN F670L,macOS,Bronze,2024-05-01,,500,853,21,23,3
SRV000329,CUST00086,Mobile Postpaid,Active,East Coast,4G/LTE,ZTE ZXHN F670L,Linux,Bronze,2024-01-15,,100,99,36,30,6
SRV000330,CUST00739,Cloud Compute,Provisioning,Sarawak,5G,ZTE ZXHN F670L,iOS,Bronze,2023-07-08,,300,1457,29,3,5
SRV000331,CUST00303,Managed Security,Provisioning,Central,Fibre,D Link DIR 842,Windows,Bronze,2018-04-16,,100,415,10,28,0
SRV000332,CUST01109,Cloud Compute,Provisioning,Northern,4G/LTE,ZTE ZXHN F670L,Windows,Silver,2019-07-13,,1000,1241,64,12,1
SRV000333,CUST00009,Cloud Storage,Active,East Coast,5G,TP Link Archer A6,macOS,Silver,2020-08-24,,1000,534,20,14,0
SRV000334,CUST01024,Managed Security,Active,Northern,4G/LTE,Nokia G 2425G A,Embedded,Silver,2020-05-29,,300,1423,28,16,3
SRV000335,CUST00393,IoT Connectivity,Provisioning,Sarawak,Fibre,TP Link Archer A6,Embedded,Gold,2020-08-24,,100,1164,10,23,2
SRV000336,CUST00501,Managed Security,Active,Southern,4G/LTE,Huawei HG8145V5,Linux,Gold,2018-09-01,,100,476,80,22,1
SRV000337,CUST00307,Unifi Business,Active,East Coast,Fibre,TP Link Archer A6,Embedded,Bronze,2020-02-05,,800,1783,6,14,2
SRV000338,CUST00947,Unifi Home,Terminated,Central,Fibre,TP Link Archer A6,Embedded,Bronze,2022-09-23,,300,1396,11,9,1
SRV000339,CUST00068,Managed Security,Active,Sabah,5G,Huawei HG8145V5,Android,Silver,2024-12-30,,300,586,17,19,5
SRV000340,CUST00149,IoT Connectivity,Active,East Coast,5G,Nokia G 2425G A,iOS,Silver,2019-02-16,,300,150,25,3,1
SRV000341,CUST00355,Managed Security,Active,Northern,Fibre,Nokia G 2425G A,iOS,Gold,2023-07-30,,300,1436,19,15,2
SRV000342,CUST00573,Mobile Postpaid,Active,Southern,5G,TP Link Archer A6,Windows,Silver,2022-02-15,,100,133,15,29,4
SRV000343,CUST00298,Unifi Home,Active,East Coast,Fibre,Nokia G 2425G A,Embedded,Silver,2024-12-23,,100,542,18,19,2
SRV000344,CUST00109,Cloud Compute,Active,Sarawak,4G/LTE,D Link DIR 842,Windows,Silver,2023-12-16,,300,654,51,14,0
SRV000345,CUST01163,Managed Security,Suspended,Northern,Fibre,D Link DIR 842,Windows,Silver,2022-01-13,,500,801,10,12,1
SRV000346,CUST00446,Managed Security,Active,Northern,4G/LTE,TP Link Archer A6,Linux,Silver,2021-08-11,,500,128,48,1,6
SRV000347,CUST00559,Cloud Storage,Active,Northern,5G,D Link DIR 842,Android,Platinum,2020-09-27,,300,1359,26,17,4
SRV000348,CUST00930,Mobile Postpaid,Active,Southern,5G,D Link DIR 842,macOS,Bronze,2021-06-12,,30,57,22,22,5
SRV000349,CUST00146,Managed Security,Active,East Coast,5G,ZTE ZXHN F670L,Android,Silver,2020-05-08,,100,1421,26,14,0
SRV000350,CUST00686,Managed Security,Provisioning,East Coast,5G,Nokia G 2425G A,macOS,Bronze,2019-12-31,,100,1413,22,13,2
SRV000351,CUST00967,Cloud Compute,Active,Northern,Fibre,D Link DIR 842,macOS,Silver,2022-12-10,,300,637,9,18,2
SRV000352,CUST00740,Mobile Postpaid,Terminated,Central,4G/LTE,ZTE ZXHN F670L,Linux,Silver,2023-06-18,,30,86,55,1,4
SRV000353,CUST00902,Unifi Business,Terminated,East Coast,Fibre,ZTE ZXHN F670L,Embedded,Gold,2021-01-12,,800,1986,8,12,0
SRV000354,CUST00081,Cloud Storage,Active,Central,Fibre,ZTE ZXHN F670L,Linux,Gold,2021-09-22,,500,563,12,14,2
SRV000355,CUST01186,Cloud Compute,Provisioning,Central,4G/LTE,D Link DIR 842,Linux,Silver,2019-05-25,,500,944,25,22,0
SRV000356,CUST00671,Unifi Business,Active,Central,DSL,Nokia G 2425G A,Android,Bronze,2023-11-11,,100,1869,93,16,4
SRV000357,CUST00742,Unifi Home,Provisioning,Sarawak,Fibre,ZTE ZXHN F670L,iOS,Bronze,2023-03-11,,1000,1169,10,22,2
SRV000358,CUST00471,IoT Connectivity,Active,Northern,Fibre,ZTE ZXHN F670L,Embedded,Silver,2018-06-12,,500,1378,20,9,2
SRV000359,CUST00944,Cloud Storage,Active,Sarawak,4G/LTE,D Link DIR 842,Windows,Gold,2023-02-03,,500,621,73,25,1
SRV000360,CUST00710,Cloud Compute,Active,Southern,4G/LTE,Nokia G 2425G A,Embedded,Silver,2024-06-07,,300,215,38,3,3
SRV000361,CUST00583,Unifi Business,Active,Southern,DSL,D Link DIR 842,Windows,Bronze,2024-08-27,,500,390,104,8,3
SRV000362,CUST00471,Managed Security,Provisioning,Northern,5G,Nokia G 2425G A,Embedded,Gold,2018-05-31,,100,1484,22,25,0
SRV000363,CUST01086,Cloud Storage,Active,Southern,Fibre,D Link DIR 842,Windows,Gold,2020-06-01,,500,1166,14,20,2
SRV000364,CUST00801,IoT Connectivity,Active,Sabah,5G,TP Link Archer A6,macOS,Gold,2023-07-06,,100,533,20,17,3
SRV000365,CUST00351,Cloud Compute,Provisioning,Southern,4G/LTE,TP Link Archer A6,Linux,Bronze,2022-06-07,,100,1256,59,19,4
SRV000366,CUST00895,Mobile Postpaid,Active,East Coast,4G/LTE,Huawei HG8145V5,Windows,Bronze,2019-01-01,,30,44,77,4,0
SRV000367,CUST00117,Cloud Compute,Suspended,Central,Fibre,Nokia G 2425G A,Windows,Bronze,2022-04-21,,500,1321,12,27,0
SRV000368,CUST00157,Cloud Compute,Active,Northern,4G/LTE,D Link DIR 842,Android,Gold,2020-09-12,,100,1449,49,24,5
SRV000369,CUST00407,Cloud Compute,Provisioning,Northern,4G/LTE,ZTE ZXHN F670L,Android,Gold,2024-03-29,,1000,642,29,12,4
SRV000370,CUST01015,Mobile Postpaid,Active,Sabah,4G/LTE,TP Link Archer A6,macOS,Gold,2024-08-08,,100,46,65,20,1
SRV000371,CUST00132,Cloud Storage,Active,Sabah,4G/LTE,TP Link Archer A6,macOS,Gold,2023-04-01,,1000,724,44,1,2
SRV000372,CUST00358,Mobile Postpaid,Terminated,Southern,5G,D Link DIR 842,Embedded,Silver,2018-12-23,,100,66,12,9,3
SRV000373,CUST00161,Cloud Storage,Active,Sabah,5G,Nokia G 2425G A,Android,Gold,2020-01-22,,300,1372,15,14,3
SRV000374,CUST00877,Cloud Storage,Active,East Coast,4G/LTE,Nokia G 2425G A,Linux,Gold,2021-05-15,,500,670,41,17,2
SRV000375,CUST00926,Cloud Compute,Terminated,Central,Fibre,TP Link Archer A6,Android,Bronze,2020-12-11,,300,951,5,23,1
SRV000376,CUST00891,Mobile Postpaid,Provisioning,Sarawak,4G/LTE,ZTE ZXHN F670L,Embedded,Silver,2022-07-06,,100,83,53,20,0
SRV000377,CUST00228,Cloud Compute,Suspended,Sarawak,4G/LTE,TP Link Archer A6,Windows,Silver,2019-04-11,,500,933,27,30,0
SRV000378,CUST00738,Cloud Storage,Active,Central,5G,Huawei HG8145V5,Embedded,Bronze,2020-05-25,,100,1053,10,22,3
SRV000379,CUST00687,Cloud Compute,Active,Sarawak,5G,Huawei HG8145V5,Android,Bronze,2024-01-31,,300,1020,30,30,2
SRV000380,CUST00495,Cloud Compute,Active,Northern,5G,Huawei HG8145V5,Embedded,Gold,2020-04-10,,100,1199,23,21,5
SRV000381,CUST00332,Cloud Compute,Active,Central,5G,D Link DIR 842,iOS,Gold,2023-12-28,,300,1381,12,7,4
SRV000382,CUST00030,Cloud Storage,Active,Sabah,Fibre,Nokia G 2425G A,Linux,Silver,2023-04-17,,1000,952,7,11,2
SRV000383,CUST00612,Cloud Compute,Active,Sabah,4G/LTE,TP Link Archer A6,macOS,Bronze,2021-09-22,,500,986,40,23,6
SRV000384,CUST00608,Unifi Business,Active,Sabah,Fibre,Nokia G 2425G A,Embedded,Gold,2024-06-06,,300,355,10,30,2
SRV000385,CUST01072,IoT Connectivity,Active,Sabah,4G/LTE,ZTE ZXHN F670L,Windows,Gold,2022-07-29,,500,898,57,30,5
SRV000386,CUST01078,Cloud Compute,Active,Northern,4G/LTE,Huawei HG8145V5,Embedded,Gold,2019-12-16,,1000,173,41,5,0
SRV000387,CUST00497,Unifi Home,Provisioning,East Coast,DSL,Huawei HG8145V5,macOS,Silver,2023-11-25,,100,1823,101,7,5
SRV000388,CUST00327,Unifi Business,Active,East Coast,Fibre,D Link DIR 842,macOS,Silver,2023-06-28,,300,1813,19,30,2
SRV000389,CUST00985,IoT Connectivity,Active,East Coast,5G,Nokia G 2425G A,Embedded,Gold,2022-03-03,,300,1065,14,17,3
